[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2022-05-30 01:38:15.064756 I | etcdmain: etcd Version: 3.4.13
2022-05-30 01:39:10.139952 W | etcdserver: read-only range request "key:\"/registry/daemonsets/kube-system/kube-proxy\" " with result "range_response_count:1 size:3006" took too long (409.543614ms) to execute
2022-05-30 01:39:10.140673 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.2.15\" " with result "range_response_count:1 size:127" took too long (477.357568ms) to execute
2022-05-30 01:39:10.140741 W | etcdserver: read-only range request "key:\"/registry/daemonsets/kube-system/kube-flannel-ds\" " with result "range_response_count:1 size:7334" took too long (410.308583ms) to execute
2022-05-30 01:39:10.140864 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/coredns-f9fd979d6-c9tcq.16f3be4ab0529487\" " with result "range_response_count:1 size:771" took too long (476.916797ms) to execute
2022-05-30 01:39:10.141045 W | etcdserver: read-only range request "key:\"/registry/replicasets/kube-system/coredns-f9fd979d6\" " with result "range_response_count:1 size:3722" took too long (410.622786ms) to execute
2022-05-30 01:39:10.142556 W | etcdserver: read-only range request "key:\"/registry/minions/my-node\" " with result "range_response_count:1 size:5553" took too long (412.361695ms) to execute
2022-05-30 01:39:10.509692 W | etcdserver: request "header:<ID:5991336796231798220 username:\"kube-apiserver-etcd-client\" auth_revision:1 > lease_grant:<ttl:15-second id:532581129d1f8dcb>" with result "size:41" took too long (194.047457ms) to execute
2022-05-30 01:39:10.510473 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3924" took too long (358.641485ms) to execute
2022-05-30 01:39:10.510575 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (357.227407ms) to execute
2022-05-30 01:39:10.510782 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/coredns-f9fd979d6-c9tcq.16f3be4b59473e29\" " with result "range_response_count:1 size:865" took too long (356.395724ms) to execute
2022-05-30 01:39:10.703849 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:417" took too long (185.445907ms) to execute
2022-05-30 01:39:11.151976 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:481" took too long (383.585353ms) to execute
2022-05-30 01:39:11.152418 W | etcdserver: request "header:<ID:5991336796231798231 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-flannel-ds-lv5nv.16f3be52c879c9d2\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/kube-flannel-ds-lv5nv.16f3be52c879c9d2\" value_size:680 lease:5991336796231797643 >> failure:<>>" with result "size:16" took too long (196.636269ms) to execute
2022-05-30 01:39:11.973415 W | etcdserver: request "header:<ID:5991336796231798237 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/daemonsets/kube-system/kube-flannel-ds\" mod_revision:1600 > success:<request_put:<key:\"/registry/daemonsets/kube-system/kube-flannel-ds\" value_size:7261 >> failure:<request_range:<key:\"/registry/daemonsets/kube-system/kube-flannel-ds\" > >>" with result "size:16" took too long (510.676962ms) to execute
2022-05-30 01:39:11.973565 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:39:12.276105 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (136.595743ms) to execute
2022-05-30 01:39:12.660729 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (124.906596ms) to execute
2022-05-30 01:39:17.258681 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (120.661324ms) to execute
2022-05-30 01:39:21.847588 W | etcdserver: request "header:<ID:5991336796231798337 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-f9fd979d6-c9tcq.16f3be4b59473e29\" mod_revision:1643 > success:<request_put:<key:\"/registry/events/kube-system/coredns-f9fd979d6-c9tcq.16f3be4b59473e29\" value_size:763 lease:5991336796231797643 >> failure:<request_range:<key:\"/registry/events/kube-system/coredns-f9fd979d6-c9tcq.16f3be4b59473e29\" > >>" with result "size:16" took too long (130.362481ms) to execute
2022-05-30 01:39:21.968496 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:39:22.507340 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (372.943939ms) to execute
2022-05-30 01:39:22.507703 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/coredns-f9fd979d6-lrzv9.16f3be4b594ad96c\" " with result "range_response_count:1 size:865" took too long (648.252623ms) to execute
2022-05-30 01:39:23.337239 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:479" took too long (157.054454ms) to execute
2022-05-30 01:39:24.767995 W | etcdserver: request "header:<ID:5991336796231798363 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-f9fd979d6-lrzv9.16f3be55ecc6b3e1\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/coredns-f9fd979d6-lrzv9.16f3be55ecc6b3e1\" value_size:717 lease:5991336796231797643 >> failure:<>>" with result "size:16" took too long (130.010014ms) to execute
2022-05-30 01:39:25.006417 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:5" took too long (107.558857ms) to execute
2022-05-30 01:39:25.411194 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:506" took too long (216.403552ms) to execute
2022-05-30 01:39:25.904987 W | etcdserver: read-only range request "key:\"/registry/roles/\" range_end:\"/registry/roles0\" count_only:true " with result "range_response_count:0 size:7" took too long (163.528516ms) to execute
2022-05-30 01:39:31.906559 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (241.257664ms) to execute
2022-05-30 01:39:31.967976 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:39:41.968383 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:39:51.969881 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:01.968737 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:11.967990 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:21.969814 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:28.861158 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes/\" range_end:\"/registry/persistentvolumes0\" count_only:true " with result "range_response_count:0 size:5" took too long (484.495044ms) to execute
2022-05-30 01:40:28.862272 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:602" took too long (425.536864ms) to execute
2022-05-30 01:40:31.972664 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:41.969043 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:40:51.967884 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:01.969341 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:04.171600 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:602" took too long (121.218204ms) to execute
2022-05-30 01:41:04.171974 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (171.367468ms) to execute
2022-05-30 01:41:11.969754 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:21.969871 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:31.969696 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:41.968297 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:41:51.975078 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:01.970594 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:11.971600 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:21.969691 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:31.968359 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:41.971385 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:42:51.969719 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:01.970062 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:11.972168 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:21.970785 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:29.670679 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:480" took too long (989.411865ms) to execute
2022-05-30 01:43:29.670805 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:257" took too long (231.412292ms) to execute
2022-05-30 01:43:29.670918 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (538.213666ms) to execute
2022-05-30 01:43:29.673171 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:507" took too long (989.848384ms) to execute
2022-05-30 01:43:31.968352 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:41.970745 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:43:51.972034 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:01.967522 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:11.968805 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:21.969460 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:31.968587 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:41.968780 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:44:42.359398 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (225.57889ms) to execute
2022-05-30 01:44:42.359884 W | etcdserver: read-only range request "key:\"/registry/storageclasses/\" range_end:\"/registry/storageclasses0\" count_only:true " with result "range_response_count:0 size:5" took too long (237.724372ms) to execute
2022-05-30 01:44:51.969929 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:45:01.970233 I | etcdserver/api/etcdhttp: /health OK (status code 200)
2022-05-30 01:45:09.625314 W | etcdserver: request "header:<ID:5991336796231801413 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:2510 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:496 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:16" took too long (410.394215ms) to execute
2022-05-30 01:45:09.625548 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-my-node.16f3be43b1a370a2\" " with result "range_response_count:1 size:859" took too long (254.323941ms) to execute
2022-05-30 01:45:09.625732 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:257" took too long (179.149812ms) to execute
2022-05-30 01:45:10.486962 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:610" took too long (858.052969ms) to execute
2022-05-30 01:45:10.487191 W | etcdserver: request "header:<ID:5991336796231801418 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:2511 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:412 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:16" took too long (394.36438ms) to execute
2022-05-30 01:45:10.490354 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:5" took too long (354.537498ms) to execute
2022-05-30 01:45:10.709837 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/kubernetes\" " with result "range_response_count:1 size:481" took too long (118.928548ms) to execute
